dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,class
169.0,2.0,0.0,6.0,23.0,0.0,0.0,0.0,1.0,0.66,0.6061,0.78,0.194,78.0
22.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.14,0.1364,0.43,0.2239,77.0
79.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,0.34,0.303,0.66,0.3881,11.0
27.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,0.2,0.2121,0.75,0.1343,9.0
630.0,3.0,1.0,9.0,19.0,0.0,6.0,0.0,1.0,0.7,0.6515,0.58,0.194,308.0
147.0,2.0,0.0,5.0,16.0,0.0,6.0,0.0,1.0,0.76,0.6970000000000001,0.55,0.2836,201.0
35.0,1.0,0.0,2.0,20.0,0.0,6.0,0.0,1.0,0.3,0.2879,0.87,0.2537,64.0
663.0,4.0,1.0,10.0,11.0,0.0,4.0,1.0,2.0,0.54,0.5152,0.83,0.1045,181.0
16.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.18,0.1667,0.43,0.2537,8.0
562.0,3.0,1.0,7.0,5.0,0.0,1.0,1.0,1.0,0.66,0.6061,0.78,0.1045,40.0
249.0,3.0,0.0,9.0,0.0,0.0,3.0,1.0,2.0,0.54,0.5152,0.94,0.2239,12.0
530.0,2.0,1.0,6.0,12.0,0.0,4.0,1.0,2.0,0.66,0.6212,0.61,0.2239,210.0
288.0,4.0,0.0,10.0,21.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.52,0.3881,88.0
379.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,0.12,0.1212,0.54,0.2239,34.0
588.0,3.0,1.0,8.0,7.0,0.0,6.0,0.0,1.0,0.64,0.5758,0.83,0.0896,54.0
354.0,1.0,0.0,12.0,9.0,0.0,3.0,1.0,2.0,0.4,0.4091,0.87,0.2239,220.0
557.0,3.0,1.0,7.0,21.0,0.0,3.0,1.0,1.0,0.72,0.6667,0.58,0.2239,322.0
593.0,3.0,1.0,8.0,2.0,0.0,4.0,1.0,1.0,0.64,0.6061,0.69,0.194,15.0
291.0,4.0,0.0,10.0,2.0,0.0,3.0,1.0,2.0,0.52,0.5,0.77,0.194,6.0
354.0,1.0,0.0,12.0,10.0,0.0,3.0,1.0,2.0,0.48,0.4697,0.82,0.4179,83.0
544.0,3.0,1.0,6.0,15.0,0.0,4.0,1.0,1.0,0.86,0.7273,0.25,0.3284,195.0
453.0,2.0,1.0,3.0,18.0,0.0,4.0,1.0,1.0,0.5,0.4848,0.39,0.2985,598.0
337.0,4.0,0.0,12.0,12.0,0.0,0.0,0.0,1.0,0.36,0.3485,0.81,0.1642,247.0
661.0,4.0,1.0,10.0,3.0,0.0,2.0,1.0,1.0,0.44,0.4394,0.77,0.1343,1.0
216.0,3.0,0.0,8.0,11.0,0.0,5.0,1.0,2.0,0.76,0.6970000000000001,0.52,0.2537,103.0
533.0,2.0,1.0,6.0,7.0,0.0,0.0,0.0,1.0,0.52,0.5,0.72,0.0896,30.0
454.0,2.0,1.0,3.0,0.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.47,0.2985,49.0
185.0,3.0,0.0,7.0,12.0,0.0,2.0,1.0,1.0,0.8,0.7273,0.43,0.1045,130.0
690.0,4.0,1.0,11.0,9.0,0.0,3.0,1.0,1.0,0.32,0.3333,0.76,0.0896,320.0
421.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0,0.22,0.197,0.44,0.3284,2.0
177.0,3.0,0.0,6.0,19.0,0.0,1.0,1.0,1.0,0.72,0.6818,0.62,0.194,340.0
