season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,class
4.0,1.0,9.0,0.0,2.0,1.0,1.0,0.55,0.544179,0.57,0.236321,6693.0
2.0,0.0,5.0,0.0,3.0,1.0,1.0,0.660833,0.615542,0.69625,0.15423299999999998,4238.0
2.0,0.0,5.0,0.0,1.0,1.0,1.0,0.5325,0.525246,0.58875,0.17600000000000002,3698.0
2.0,0.0,6.0,0.0,2.0,1.0,1.0,0.7075,0.65595,0.597917,0.187808,4070.0
4.0,1.0,12.0,0.0,4.0,1.0,1.0,0.295833,0.294188,0.485833,0.174129,5107.0
3.0,1.0,7.0,0.0,6.0,0.0,2.0,0.703333,0.666042,0.699167,0.143679,4614.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.231667,0.234217,0.48375,0.188433,953.0
1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.39,0.381317,0.416667,0.261817,4185.0
2.0,1.0,4.0,0.0,2.0,1.0,1.0,0.608333,0.598487,0.390417,0.273629,5702.0
1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.1775,0.157833,0.457083,0.353242,1468.0
1.0,1.0,2.0,0.0,4.0,1.0,1.0,0.265,0.261988,0.562083,0.194037,3667.0
3.0,1.0,6.0,0.0,5.0,1.0,1.0,0.834167,0.786613,0.48875,0.165417,4634.0
4.0,1.0,10.0,0.0,5.0,1.0,2.0,0.563333,0.537896,0.815,0.134954,4671.0
4.0,0.0,12.0,0.0,0.0,0.0,1.0,0.330833,0.3491,0.775833,0.08395830000000001,2851.0
2.0,1.0,6.0,0.0,4.0,1.0,1.0,0.648333,0.624383,0.569583,0.253733,6183.0
1.0,0.0,3.0,0.0,5.0,1.0,2.0,0.261667,0.255679,0.610417,0.203346,1730.0
2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.426667,0.426737,0.8575,0.146767,1707.0
4.0,0.0,11.0,0.0,3.0,1.0,2.0,0.440833,0.430537,0.757917,0.335825,2454.0
1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.220833,0.198246,0.537917,0.36195,1466.0
3.0,0.0,8.0,0.0,0.0,0.0,1.0,0.7425,0.715292,0.7529170000000001,0.201487,2487.0
1.0,1.0,1.0,0.0,4.0,1.0,1.0,0.19,0.190038,0.4975,0.220158,3162.0
4.0,1.0,11.0,0.0,4.0,1.0,1.0,0.28087,0.298422,0.555652,0.115522,5080.0
1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.308696,0.318826,0.646522,0.187552,3425.0
4.0,0.0,11.0,0.0,4.0,1.0,2.0,0.341667,0.323221,0.575833,0.305362,2914.0
2.0,0.0,5.0,0.0,6.0,0.0,1.0,0.6025,0.571975,0.626667,0.12065,3547.0
3.0,1.0,7.0,0.0,6.0,0.0,1.0,0.755833,0.697604,0.613333,0.15735,4451.0
2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.726667,0.663517,0.538333,0.133721,4374.0
3.0,1.0,8.0,0.0,5.0,1.0,1.0,0.723333,0.2424,0.570833,0.231354,5665.0
1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.354167,0.361104,0.49625,0.147379,4176.0
1.0,0.0,1.0,0.0,4.0,1.0,2.0,0.261667,0.25505,0.538333,0.195904,1844.0
3.0,1.0,8.0,0.0,3.0,1.0,1.0,0.6675,0.621854,0.677083,0.0702833,6281.0
3.0,0.0,7.0,0.0,1.0,1.0,1.0,0.7625,0.729804,0.635833,0.282337,3363.0
1.0,1.0,2.0,0.0,6.0,0.0,3.0,0.224167,0.210867,0.73125,0.289796,1977.0
3.0,0.0,9.0,0.0,2.0,1.0,1.0,0.650833,0.603554,0.7125,0.141804,4062.0
3.0,1.0,7.0,0.0,5.0,1.0,1.0,0.781667,0.734217,0.594583,0.15299200000000002,5645.0
1.0,0.0,2.0,0.0,6.0,0.0,1.0,0.2225,0.232954,0.544167,0.203367,1184.0
4.0,0.0,11.0,0.0,2.0,1.0,1.0,0.408333,0.412246,0.7216670000000001,0.0690375,3829.0
3.0,1.0,8.0,0.0,3.0,1.0,2.0,0.75,0.707717,0.672917,0.1107,6271.0
4.0,1.0,10.0,0.0,6.0,0.0,1.0,0.554167,0.538521,0.664167,0.268025,4934.0
4.0,1.0,9.0,0.0,0.0,0.0,1.0,0.526667,0.517663,0.583333,0.134958,4874.0
3.0,0.0,7.0,0.0,3.0,1.0,1.0,0.72,0.685633,0.743333,0.149883,3845.0
2.0,1.0,3.0,0.0,5.0,1.0,2.0,0.37,0.375621,0.580833,0.138067,4663.0
4.0,0.0,12.0,0.0,5.0,1.0,2.0,0.375,0.359825,0.500417,0.260575,3399.0
2.0,0.0,6.0,0.0,6.0,0.0,1.0,0.696667,0.643954,0.670417,0.119408,3312.0
4.0,1.0,11.0,1.0,1.0,0.0,1.0,0.485,0.475383,0.741667,0.173517,5172.0
2.0,1.0,5.0,0.0,6.0,0.0,2.0,0.621667,0.584608,0.756667,0.15299200000000002,4387.0
4.0,0.0,12.0,0.0,2.0,1.0,3.0,0.4625,0.4564,0.949583,0.232583,2468.0
2.0,0.0,6.0,0.0,0.0,0.0,1.0,0.6925,0.643325,0.747917,0.16356700000000002,2993.0
2.0,1.0,4.0,0.0,3.0,1.0,2.0,0.463333,0.457038,0.569167,0.16791199999999998,4020.0
3.0,0.0,7.0,0.0,0.0,0.0,2.0,0.716667,0.668575,0.6825,0.228858,2367.0
1.0,1.0,1.0,0.0,6.0,0.0,1.0,0.393333,0.390779,0.531667,0.174758,3451.0
2.0,0.0,3.0,0.0,3.0,1.0,2.0,0.3,0.29735,0.646667,0.172888,1368.0
1.0,1.0,2.0,0.0,4.0,1.0,2.0,0.399167,0.398971,0.672917,0.187187,3571.0
3.0,0.0,8.0,0.0,3.0,1.0,1.0,0.766667,0.684983,0.424167,0.200258,3896.0
1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.359167,0.353525,0.395833,0.193417,4134.0
1.0,0.0,2.0,0.0,6.0,0.0,2.0,0.233333,0.243058,0.929167,0.161079,905.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.13833299999999998,0.116175,0.434167,0.36195,768.0
4.0,0.0,10.0,0.0,1.0,1.0,1.0,0.34,0.356063,0.703333,0.10635,3307.0
2.0,0.0,4.0,0.0,3.0,1.0,1.0,0.595,0.564392,0.614167,0.241925,3331.0
2.0,0.0,5.0,0.0,1.0,1.0,1.0,0.5775,0.550512,0.787917,0.126871,3185.0
2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.606667,0.573875,0.507917,0.225129,4286.0
3.0,1.0,7.0,0.0,3.0,1.0,1.0,0.716667,0.650271,0.633333,0.15173299999999998,6289.0
4.0,0.0,11.0,0.0,5.0,1.0,2.0,0.403333,0.403392,0.6225,0.271779,3576.0
1.0,1.0,3.0,0.0,6.0,0.0,2.0,0.414167,0.413492,0.62125,0.161079,3110.0
2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.489167,0.476638,0.3175,0.358196,4680.0
4.0,0.0,10.0,0.0,0.0,0.0,1.0,0.511667,0.503154,0.486667,0.281717,3293.0
4.0,1.0,11.0,0.0,1.0,1.0,1.0,0.31916700000000003,0.308075,0.494167,0.236325,4881.0
4.0,1.0,10.0,0.0,2.0,1.0,3.0,0.5908329999999999,0.542333,0.871667,0.104475,4324.0
2.0,0.0,4.0,0.0,6.0,0.0,3.0,0.430833,0.425492,0.888333,0.340808,674.0
4.0,0.0,10.0,0.0,6.0,0.0,1.0,0.4225,0.425492,0.629167,0.0926667,2809.0
1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.16909100000000002,0.191464,0.6863640000000001,0.122132,1220.0
4.0,1.0,10.0,0.0,0.0,0.0,1.0,0.521667,0.508204,0.640417,0.278612,4559.0
4.0,1.0,9.0,0.0,5.0,1.0,2.0,0.619167,0.585863,0.69,0.164179,6370.0
2.0,1.0,6.0,0.0,1.0,1.0,1.0,0.5975,0.578283,0.487083,0.284833,5927.0
3.0,0.0,9.0,0.0,0.0,0.0,1.0,0.5075,0.490537,0.695,0.178483,2921.0
1.0,0.0,12.0,0.0,4.0,1.0,1.0,0.248333,0.263892,0.574167,0.119412,2169.0
2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.581667,0.551763,0.810833,0.192175,2481.0
4.0,1.0,11.0,0.0,0.0,0.0,1.0,0.420833,0.421713,0.6591670000000001,0.1275,4562.0
4.0,0.0,12.0,0.0,3.0,1.0,3.0,0.41,0.400246,0.970417,0.266175,655.0
3.0,1.0,7.0,0.0,1.0,1.0,1.0,0.781667,0.702038,0.447083,0.195267,5323.0
3.0,0.0,8.0,0.0,1.0,1.0,1.0,0.765,0.703283,0.592083,0.192175,3480.0
2.0,1.0,5.0,0.0,3.0,1.0,2.0,0.575,0.553025,0.744167,0.216412,4097.0
1.0,1.0,1.0,0.0,4.0,1.0,2.0,0.3825,0.381938,0.802917,0.180967,3828.0
3.0,0.0,7.0,0.0,4.0,1.0,1.0,0.779167,0.7399,0.583333,0.178479,3784.0
1.0,0.0,2.0,0.0,6.0,0.0,1.0,0.399167,0.391404,0.187917,0.507463,1103.0
2.0,1.0,5.0,0.0,5.0,1.0,1.0,0.6275,0.590917,0.735417,0.162938,5227.0
4.0,0.0,10.0,0.0,4.0,1.0,2.0,0.47,0.457046,0.812917,0.197763,2419.0
4.0,1.0,11.0,0.0,5.0,1.0,1.0,0.368333,0.378779,0.56875,0.148021,2307.0
4.0,1.0,10.0,0.0,1.0,1.0,1.0,0.4875,0.482942,0.568333,0.08148330000000001,6228.0
4.0,0.0,11.0,0.0,2.0,1.0,2.0,0.458333,0.451375,0.830833,0.258092,2818.0
3.0,1.0,9.0,0.0,6.0,0.0,2.0,0.6591670000000001,0.611121,0.799167,0.281104,4419.0
2.0,1.0,4.0,0.0,4.0,1.0,1.0,0.3975,0.387604,0.46625,0.290429,4746.0
3.0,0.0,8.0,0.0,4.0,1.0,2.0,0.71,0.664788,0.7575,0.19715,3777.0
4.0,0.0,12.0,0.0,6.0,0.0,2.0,0.258333,0.249371,0.560833,0.243167,2464.0
2.0,0.0,3.0,0.0,2.0,1.0,1.0,0.441667,0.440642,0.624583,0.22575,2243.0
4.0,1.0,11.0,0.0,1.0,1.0,1.0,0.313333,0.339004,0.535417,0.04665,4750.0
3.0,1.0,8.0,0.0,3.0,1.0,1.0,0.7175,0.667308,0.6775,0.141179,6506.0
1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.150833,0.15088800000000002,0.482917,0.223267,1280.0
1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.28,0.273391,0.507826,0.229083,2627.0
3.0,1.0,8.0,0.0,4.0,1.0,1.0,0.706667,0.652779,0.590417,0.0771167,6541.0
3.0,0.0,6.0,0.0,2.0,1.0,1.0,0.744167,0.692558,0.634167,0.144283,3916.0
2.0,0.0,6.0,0.0,2.0,1.0,1.0,0.604167,0.591546,0.507083,0.269283,4164.0
4.0,1.0,12.0,0.0,2.0,1.0,2.0,0.353333,0.338363,0.5966670000000001,0.296037,5219.0
4.0,0.0,11.0,1.0,4.0,0.0,1.0,0.373333,0.372471,0.549167,0.167304,935.0
1.0,0.0,1.0,0.0,5.0,1.0,2.0,0.203478,0.223317,0.793043,0.1233,1129.0
4.0,0.0,11.0,0.0,2.0,1.0,1.0,0.400833,0.397088,0.68375,0.135571,3658.0
2.0,0.0,4.0,0.0,3.0,1.0,2.0,0.62,0.575142,0.835417,0.3122,3325.0
3.0,1.0,6.0,0.0,2.0,1.0,1.0,0.630833,0.594704,0.373333,0.347642,6365.0
3.0,1.0,7.0,0.0,2.0,1.0,1.0,0.750833,0.70645,0.655,0.211454,6452.0
