dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,class
187.0,3.0,0.0,7.0,12.0,0.0,4.0,1.0,1.0,0.84,0.7727,0.41,0.0,32.0
42.0,1.0,0.0,2.0,2.0,0.0,6.0,0.0,1.0,0.14,0.2121,0.8,0.0,2.0
434.0,1.0,1.0,3.0,16.0,0.0,6.0,0.0,1.0,0.36,0.3636,0.23,0.0,115.0
496.0,2.0,1.0,5.0,20.0,0.0,5.0,1.0,1.0,0.62,0.6061,0.25,0.1343,64.0
154.0,2.0,0.0,6.0,2.0,0.0,6.0,0.0,1.0,0.54,0.5152,0.56,0.194,18.0
589.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,2.0,0.64,0.6061,0.73,0.1343,24.0
367.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.2,0.197,0.51,0.2537,0.0
76.0,1.0,0.0,3.0,17.0,0.0,5.0,1.0,1.0,0.7,0.6364,0.37,0.3284,95.0
323.0,4.0,0.0,11.0,20.0,0.0,0.0,0.0,2.0,0.52,0.5,0.68,0.1045,23.0
74.0,1.0,0.0,3.0,6.0,0.0,3.0,1.0,2.0,0.3,0.3182,0.93,0.1045,1.0
297.0,4.0,0.0,10.0,0.0,0.0,2.0,1.0,1.0,0.44,0.4394,0.77,0.1343,4.0
625.0,3.0,1.0,9.0,14.0,0.0,1.0,1.0,2.0,0.64,0.6061,0.65,0.2537,129.0
630.0,3.0,1.0,9.0,13.0,0.0,6.0,0.0,1.0,0.74,0.6667,0.51,0.3582,273.0
367.0,1.0,1.0,1.0,19.0,0.0,2.0,1.0,1.0,0.12,0.0909,0.28,0.4179,4.0
361.0,1.0,0.0,12.0,12.0,0.0,3.0,1.0,1.0,0.34,0.2879,0.46,0.5522,32.0
186.0,3.0,0.0,7.0,23.0,0.0,3.0,1.0,1.0,0.68,0.6364,0.83,0.2239,20.0
705.0,4.0,1.0,12.0,8.0,0.0,4.0,1.0,1.0,0.22,0.2121,0.51,0.2985,13.0
497.0,2.0,1.0,5.0,19.0,0.0,6.0,0.0,2.0,0.64,0.6212,0.36,0.1642,166.0
533.0,2.0,1.0,6.0,18.0,0.0,0.0,0.0,1.0,0.64,0.6212,0.53,0.194,203.0
252.0,3.0,0.0,9.0,23.0,0.0,6.0,0.0,2.0,0.62,0.5606,0.88,0.0,32.0
516.0,2.0,1.0,5.0,7.0,0.0,4.0,1.0,1.0,0.6,0.6061,0.64,0.2836,18.0
72.0,1.0,0.0,3.0,20.0,0.0,1.0,1.0,1.0,0.34,0.3182,0.46,0.2239,23.0
34.0,1.0,0.0,2.0,22.0,0.0,5.0,1.0,2.0,0.24,0.2424,0.65,0.1642,1.0
89.0,2.0,0.0,3.0,12.0,0.0,4.0,1.0,3.0,0.28,0.2727,0.93,0.194,17.0
502.0,2.0,1.0,5.0,16.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.31,0.194,86.0
360.0,1.0,0.0,12.0,7.0,0.0,2.0,1.0,2.0,0.3,0.2879,0.65,0.2836,1.0
107.0,2.0,0.0,4.0,11.0,0.0,1.0,1.0,2.0,0.54,0.5152,0.52,0.0896,36.0
489.0,2.0,1.0,5.0,9.0,0.0,5.0,1.0,1.0,0.6,0.5758,0.78,0.0,32.0
589.0,3.0,1.0,8.0,4.0,0.0,0.0,0.0,1.0,0.64,0.6061,0.69,0.0896,2.0
460.0,2.0,1.0,4.0,1.0,0.0,4.0,1.0,1.0,0.48,0.4697,0.27,0.3284,4.0
89.0,2.0,0.0,3.0,5.0,0.0,4.0,1.0,3.0,0.24,0.2273,0.93,0.2239,0.0
160.0,2.0,0.0,6.0,3.0,0.0,5.0,1.0,1.0,0.68,0.6364,0.69,0.1642,3.0
387.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,2.0,0.2,0.2576,0.86,0.0,0.0
240.0,3.0,0.0,8.0,8.0,0.0,1.0,1.0,1.0,0.62,0.6212,0.57,0.2537,20.0
657.0,4.0,1.0,10.0,16.0,0.0,5.0,1.0,3.0,0.62,0.6061,0.69,0.3582,131.0
606.0,3.0,1.0,8.0,11.0,0.0,3.0,1.0,1.0,0.72,0.6515,0.45,0.0,67.0
204.0,3.0,0.0,7.0,9.0,0.0,0.0,0.0,1.0,0.82,0.7879,0.56,0.3881,42.0
496.0,2.0,1.0,5.0,14.0,0.0,5.0,1.0,1.0,0.62,0.6061,0.23,0.2239,116.0
387.0,1.0,1.0,1.0,7.0,0.0,1.0,1.0,3.0,0.2,0.2576,0.86,0.0,8.0
26.0,1.0,0.0,1.0,23.0,0.0,4.0,1.0,1.0,0.18,0.197,0.8,0.1642,0.0
426.0,1.0,1.0,3.0,18.0,0.0,5.0,1.0,3.0,0.36,0.3485,0.87,0.194,6.0
682.0,4.0,1.0,11.0,9.0,0.0,2.0,1.0,3.0,0.32,0.303,0.81,0.3284,1.0
668.0,4.0,1.0,10.0,21.0,0.0,2.0,1.0,2.0,0.3,0.3182,0.87,0.1045,4.0
459.0,2.0,1.0,4.0,3.0,0.0,3.0,1.0,1.0,0.44,0.4394,0.58,0.0896,0.0
698.0,4.0,1.0,11.0,12.0,0.0,4.0,1.0,1.0,0.36,0.3485,0.4,0.1642,11.0
404.0,1.0,1.0,2.0,9.0,0.0,4.0,1.0,1.0,0.2,0.197,0.59,0.2239,9.0
635.0,4.0,1.0,9.0,22.0,0.0,4.0,1.0,3.0,0.62,0.5758,0.83,0.2985,2.0
290.0,4.0,0.0,10.0,6.0,0.0,2.0,1.0,1.0,0.46,0.4545,0.82,0.0896,4.0
379.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.16,0.1364,0.47,0.2985,2.0
641.0,4.0,1.0,10.0,8.0,0.0,3.0,1.0,2.0,0.62,0.5606,0.88,0.1045,28.0
167.0,2.0,0.0,6.0,16.0,0.0,5.0,1.0,1.0,0.76,0.6818,0.45,0.1642,69.0
60.0,1.0,0.0,3.0,13.0,0.0,3.0,1.0,1.0,0.5,0.4848,0.25,0.0,35.0
224.0,3.0,0.0,8.0,6.0,0.0,6.0,0.0,1.0,0.64,0.6061,0.73,0.0896,3.0
674.0,4.0,1.0,11.0,5.0,0.0,1.0,1.0,2.0,0.3,0.2727,0.52,0.3284,1.0
60.0,1.0,0.0,3.0,19.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.28,0.5224,6.0
557.0,3.0,1.0,7.0,2.0,0.0,3.0,1.0,1.0,0.64,0.5758,0.89,0.0,0.0
63.0,1.0,0.0,3.0,14.0,0.0,6.0,0.0,2.0,0.48,0.4697,0.59,0.2836,80.0
636.0,4.0,1.0,9.0,11.0,0.0,5.0,1.0,2.0,0.66,0.6212,0.69,0.0,109.0
124.0,2.0,0.0,5.0,17.0,0.0,4.0,1.0,1.0,0.56,0.5303,0.26,0.3881,66.0
355.0,1.0,0.0,12.0,19.0,0.0,4.0,1.0,2.0,0.44,0.4394,0.62,0.0,12.0
209.0,3.0,0.0,7.0,23.0,0.0,5.0,1.0,1.0,0.78,0.7121,0.52,0.1045,26.0
635.0,4.0,1.0,9.0,11.0,0.0,4.0,1.0,2.0,0.72,0.6667,0.51,0.1642,67.0
223.0,3.0,0.0,8.0,8.0,0.0,5.0,1.0,1.0,0.68,0.6364,0.39,0.2239,29.0
511.0,2.0,1.0,5.0,18.0,0.0,6.0,0.0,2.0,0.76,0.6970000000000001,0.52,0.194,199.0
452.0,2.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,0.34,0.303,0.49,0.2985,0.0
14.0,1.0,0.0,1.0,6.0,0.0,6.0,0.0,1.0,0.14,0.1667,0.63,0.1045,1.0
212.0,3.0,0.0,8.0,3.0,0.0,1.0,1.0,1.0,0.7,0.6667,0.79,0.1642,0.0
180.0,3.0,0.0,6.0,20.0,0.0,4.0,1.0,1.0,0.74,0.6515,0.33,0.194,55.0
439.0,1.0,1.0,3.0,10.0,0.0,4.0,1.0,1.0,0.52,0.5,0.68,0.1045,34.0
419.0,1.0,1.0,2.0,21.0,0.0,5.0,1.0,1.0,0.42,0.4242,0.35,0.8059999999999999,1.0
266.0,4.0,0.0,9.0,14.0,0.0,6.0,0.0,2.0,0.66,0.6212,0.74,0.1343,164.0
605.0,3.0,1.0,8.0,20.0,0.0,2.0,1.0,1.0,0.72,0.6667,0.48,0.1045,87.0
184.0,3.0,0.0,7.0,6.0,1.0,1.0,0.0,1.0,0.64,0.5758,0.89,0.1642,5.0
401.0,1.0,1.0,2.0,16.0,0.0,1.0,1.0,1.0,0.4,0.4091,0.43,0.2537,13.0
210.0,3.0,0.0,7.0,22.0,0.0,6.0,0.0,1.0,0.78,0.7121,0.52,0.1045,80.0
528.0,2.0,1.0,6.0,12.0,0.0,2.0,1.0,3.0,0.66,0.6061,0.83,0.2537,19.0
101.0,2.0,0.0,4.0,7.0,0.0,2.0,1.0,2.0,0.54,0.5152,0.68,0.2239,12.0
251.0,3.0,0.0,9.0,8.0,0.0,5.0,1.0,3.0,0.62,0.5455,0.94,0.1642,12.0
190.0,3.0,0.0,7.0,8.0,0.0,0.0,0.0,1.0,0.72,0.6818,0.66,0.0,27.0
303.0,4.0,0.0,10.0,2.0,0.0,1.0,1.0,1.0,0.24,0.2879,0.87,0.0,0.0
262.0,3.0,0.0,9.0,7.0,0.0,2.0,1.0,2.0,0.54,0.5152,0.88,0.1642,23.0
515.0,2.0,1.0,5.0,17.0,0.0,3.0,1.0,1.0,0.74,0.6667,0.48,0.0896,83.0
569.0,3.0,1.0,7.0,15.0,0.0,1.0,1.0,1.0,0.8,0.7576,0.55,0.194,76.0
720.0,1.0,1.0,12.0,14.0,0.0,5.0,1.0,2.0,0.32,0.2879,0.39,0.4478,20.0
217.0,3.0,0.0,8.0,6.0,0.0,6.0,0.0,1.0,0.64,0.5758,0.89,0.1045,5.0
513.0,2.0,1.0,5.0,13.0,1.0,1.0,0.0,1.0,0.8,0.7879,0.63,0.2836,272.0
